date,basedate,tmax
2005-06-15,75040,92
2005-06-16,75041,84
2005-06-17,75042,80
2005-06-18,75043,76
2005-06-19,75044,78
2005-06-20,75045,78
2005-06-21,75046,74
2005-06-22,75047,82
2005-06-23,75048,82
2005-06-24,75049,84
2005-06-25,75050,89
2005-06-26,75051,92
2005-06-27,75052,92
2005-06-28,75053,91
2005-06-29,75054,90
2005-06-30,75055,92
2005-07-01,75056,92
2005-07-02,75057,90
2005-07-03,75058,86
2005-07-04,75059,82
2005-07-05,75060,86
2005-07-06,75061,87
2005-07-07,75062,87
2005-07-08,75063,79
2005-07-09,75064,79
2005-07-10,75065,85
2005-07-11,75066,87
2005-07-12,75067,89
2005-07-13,75068,90
2005-07-14,75069,88
2005-07-15,75070,82
2005-07-16,75071,84
2005-07-17,75072,89
2005-07-18,75073,87
2005-07-19,75074,87
2005-07-20,75075,85
2005-07-21,75076,90
2005-07-22,75077,87
2005-07-23,75078,88
2005-07-24,75079,86
2005-07-25,75080,85
2005-07-26,75081,93
2005-07-27,75082,95
2005-07-28,75083,94
2005-07-29,75084,74
2005-07-30,75085,80
2005-07-31,75086,84
2005-08-01,75087,83
2005-08-02,75088,88
2005-08-03,75089,94
2005-08-04,75090,94
2005-08-05,75091,96
2005-08-06,75092,94
2005-08-07,75093,87
2005-08-08,75094,88
2005-08-09,75095,79
2005-08-10,75096,79
2005-08-11,75097,87
2005-08-12,75098,91
2005-08-13,75099,94
2005-08-14,75100,95
2005-08-15,75101,96
2005-08-16,75102,90
2005-08-17,75103,81
2005-08-18,75104,87
2005-08-19,75105,86
2005-08-20,75106,75
2005-08-21,75107,90
2005-08-22,75108,91
2005-08-23,75109,87
2005-08-24,75110,83
2005-08-25,75111,82
2005-08-26,75112,83
2005-08-27,75113,75
2005-08-28,75114,68
2005-08-29,75115,87
2005-08-30,75116,84
2005-08-31,75117,85
2005-09-01,75118,85
2005-09-02,75119,85
2005-09-03,75120,88
2005-09-04,75121,83
2005-09-05,75122,82
2005-09-06,75123,82
2005-09-07,75124,80
2005-09-08,75125,81
2005-09-09,75126,85
2005-09-10,75127,85
2005-09-11,75128,84
2005-09-12,75129,83
2005-09-13,75130,88
2005-09-14,75131,89
2005-09-15,75132,85
2005-09-16,75133,90
2005-09-17,75134,87
2005-09-18,75135,87
2005-09-19,75136,82
2005-09-20,75137,84
2005-09-21,75138,81
2005-09-22,75139,84
2005-09-23,75140,87
2005-09-24,75141,89
2005-09-25,75142,67
2005-09-26,75143,75
2005-09-27,75144,77
2005-09-28,75145,76
2005-09-29,75146,77
2005-09-30,75147,73
2005-10-01,75148,70
2005-10-02,75149,78
2005-10-03,75150,83
2005-10-04,75151,81
2005-10-05,75152,77
2005-10-06,75153,81
2005-10-07,75154,78
2005-10-08,75155,71
2005-10-09,75156,69
2005-10-10,75157,63
2005-10-11,75158,63
2005-10-12,75159,59
2005-10-13,75160,63
2005-10-14,75161,62
2005-10-15,75162,67
2005-10-16,75163,76
2005-10-17,75164,64
2005-10-18,75165,67
2005-10-19,75166,76
2005-10-20,75167,79
2005-10-21,75168,58
2005-10-22,75169,49
2005-10-23,75170,52
2005-10-24,75171,63
2005-10-25,75172,54
2005-10-26,75173,44
2005-10-27,75174,53
2005-10-28,75175,52
2005-10-29,75176,51
2005-10-30,75177,54
2005-10-31,75178,69
2005-11-01,75179,72
2005-11-02,75180,70
2005-11-03,75181,61
2005-11-04,75182,71
2005-11-05,75183,74
2005-11-06,75184,76
2005-11-07,75185,77
2005-11-08,75186,64
2005-11-09,75187,63
2005-11-10,75188,68
2005-11-11,75189,50
2005-11-12,75190,54
2005-11-13,75191,62
2005-11-14,75192,70
2005-11-15,75193,60
2005-11-16,75194,70
2005-11-17,75195,68
2005-11-18,75196,41
2005-11-19,75197,40
2005-11-20,75198,53
2005-11-21,75199,62
2005-11-22,75200,48
2005-11-23,75201,47
2005-11-24,75202,42
2005-11-25,75203,48
2005-11-26,75204,34
2005-11-27,75205,48
2005-11-28,75206,48
2005-11-29,75207,63
2005-11-30,75208,64
2005-12-01,75209,49
2005-12-02,75210,39
2005-12-03,75211,36
2005-12-04,75212,35
2005-12-05,75213,45
2005-12-06,75214,34
2005-12-07,75215,38
2005-12-08,75216,36
2005-12-09,75217,24
2005-12-10,75218,37
2005-12-11,75219,40
2005-12-12,75220,41
2005-12-13,75221,35
2005-12-14,75222,31
2005-12-15,75223,24
2005-12-16,75224,31
2005-12-17,75225,38
2005-12-18,75226,42
2005-12-19,75227,45
2005-12-20,75228,36
2005-12-21,75229,36
2005-12-22,75230,35
2005-12-23,75231,37
2005-12-24,75232,56
2005-12-25,75233,59
2005-12-26,75234,38
2005-12-27,75235,43
2005-12-28,75236,45
2005-12-29,75237,52
2005-12-30,75238,47
2005-12-31,75239,46
2006-01-01,75240,47
2006-01-02,75241,48
2006-01-03,75242,40
2006-01-04,75243,39
2006-01-05,75244,43
2006-01-06,75245,48
2006-01-07,75246,37
2006-01-08,75247,37
2006-01-09,75248,49
2006-01-10,75249,68
2006-01-11,75250,52
2006-01-12,75251,49
2006-01-13,75252,63
2006-01-14,75253,61
2006-01-15,75254,48
2006-01-16,75255,38
2006-01-17,75256,46
2006-01-18,75257,52
2006-01-19,75258,52
2006-01-20,75259,52
2006-01-21,75260,60
2006-01-22,75261,61
2006-01-23,75262,44
2006-01-24,75263,41
2006-01-25,75264,48
2006-01-26,75265,38
2006-01-27,75266,38
2006-01-28,75267,49
2006-01-29,75268,64
2006-01-30,75269,63
2006-01-31,75270,61
2006-02-01,75271,43
2006-02-02,75272,47
2006-02-03,75273,60
2006-02-04,75274,64
2006-02-05,75275,46
2006-02-06,75276,41
2006-02-07,75277,42
2006-02-08,75278,42
2006-02-09,75279,38
2006-02-10,75280,36
2006-02-11,75281,43
2006-02-12,75282,34
2006-02-13,75283,34
2006-02-14,75284,37
2006-02-15,75285,45
2006-02-16,75286,61
2006-02-17,75287,66
2006-02-18,75288,61
2006-02-19,75289,34
2006-02-20,75290,31
2006-02-21,75291,43
2006-02-22,75292,49
2006-02-23,75293,40
2006-02-24,75294,51
2006-02-25,75295,43
2006-02-26,75296,63
2006-02-27,75297,33
2006-02-28,75298,35
2006-03-01,75299,48
2006-03-02,75300,54
2006-03-03,75301,54
2006-03-04,75302,40
2006-03-05,75303,46
2006-03-06,75304,50
2006-03-07,75305,43
2006-03-08,75306,52
2006-03-09,75307,50
2006-03-10,75308,67
2006-03-11,75309,75
2006-03-12,75310,74
2006-03-13,75311,64
2006-03-14,75312,83
2006-03-15,75313,54
2006-03-16,75314,49
2006-03-17,75315,56
2006-03-18,75316,53
2006-03-19,75317,46
2006-03-20,75318,52
2006-03-21,75319,47
2006-03-22,75320,36
2006-03-23,75321,43
2006-03-24,75322,49
2006-03-25,75323,50
2006-03-26,75324,52
2006-03-27,75325,52
2006-03-28,75326,59
2006-03-29,75327,59
2006-03-30,75328,60
2006-03-31,75329,70
2006-04-01,75330,78
2006-04-02,75331,66
2006-04-03,75332,67
2006-04-04,75333,73
2006-04-05,75334,57
2006-04-06,75335,50
2006-04-07,75336,66
2006-04-08,75337,75
2006-04-09,75338,55
2006-04-10,75339,59
2006-04-11,75340,66
2006-04-12,75341,75
2006-04-13,75342,75
2006-04-14,75343,78
2006-04-15,75344,72
2006-04-16,75345,80
2006-04-17,75346,68
2006-04-18,75347,56
2006-04-19,75348,70
2006-04-20,75349,76
2006-04-21,75350,82
2006-04-22,75351,71
2006-04-23,75352,55
2006-04-24,75353,74
2006-04-25,75354,74
2006-04-26,75355,77
2006-04-27,75356,62
2006-04-28,75357,70
2006-04-29,75358,65
2006-04-30,75359,67
2006-05-01,75360,67
2006-05-02,75361,70
2006-05-03,75362,78
2006-05-04,75363,74
2006-05-05,75364,82
2006-05-06,75365,78
2006-05-07,75366,74
2006-05-08,75367,64
2006-05-09,75368,54
2006-05-10,75369,69
2006-05-11,75370,79
2006-05-12,75371,66
2006-05-13,75372,68
2006-05-14,75373,70
2006-05-15,75374,65
2006-05-16,75375,65
2006-05-17,75376,64
2006-05-18,75377,67
2006-05-19,75378,68
2006-05-20,75379,60
2006-05-21,75380,69
2006-05-22,75381,67
2006-05-23,75382,69
2006-05-24,75383,77
2006-05-25,75384,79
2006-05-26,75385,77
2006-05-27,75386,82
2006-05-28,75387,87
2006-05-29,75388,91
2006-05-30,75389,94
2006-06-01,75391,89
2006-06-02,75392,90
2006-06-03,75393,81
2006-06-04,75394,74
2006-06-05,75395,72
2006-06-06,75396,77
2006-06-07,75397,79
2006-06-08,75398,85
2006-06-09,75399,79
2006-06-10,75400,79
2006-06-11,75401,72
2006-06-12,75402,75
2006-06-13,75403,75
2006-06-14,75404,81
2006-06-15,75405,76
2006-06-16,75406,82
2006-06-17,75407,85
2006-06-18,75408,90
2006-06-19,75409,93
2006-06-20,75410,87
2006-06-21,75411,88
2006-06-22,75412,90
2006-06-23,75413,96
2006-06-24,75414,87
2006-06-25,75415,82
2006-06-26,75416,82
2006-06-27,75417,85
2006-06-28,75418,79
2006-06-29,75419,84
2006-06-30,75420,82
2006-07-01,75421,81
2006-07-02,75422,85
2006-07-03,75423,91
2006-07-04,75424,90
2006-07-05,75425,91
2006-07-06,75426,77
2006-07-07,75427,78
2006-07-08,75428,78
2006-07-09,75429,80
2006-07-10,75430,81
2006-07-11,75431,86
2006-07-12,75432,89
2006-07-13,75433,88
2006-07-14,75434,81
2006-07-15,75435,85
2006-07-16,75436,88
2006-07-17,75437,91
2006-07-18,75438,96
2006-07-19,75439,93
2006-07-20,75440,90
2006-07-21,75441,88
2006-07-22,75442,88
2006-07-23,75443,85
2006-07-24,75444,83
2006-07-25,75445,86
2006-07-26,75446,85
2006-07-27,75447,91
2006-07-28,75448,92
2006-07-29,75449,85
2006-07-30,75450,92
2006-07-31,75451,93
2006-08-01,75452,94
2006-08-02,75453,97
2006-08-03,75454,98
2006-08-04,75455,99
2006-08-05,75456,91
2006-08-06,75457,91
2006-08-07,75458,90
2006-08-08,75459,96
2006-08-09,75460,90
2006-08-10,75461,85
2006-08-11,75462,82
2006-08-12,75463,83
2006-08-13,75464,82
2006-08-14,75465,86
2006-08-15,75466,89
2006-08-16,75467,89
2006-08-17,75468,89
2006-08-18,75469,88
2006-08-19,75470,88
2006-08-20,75471,92
2006-08-21,75472,91
2006-08-22,75473,88
2006-08-23,75474,91
2006-08-24,75475,90
2006-08-25,75476,92
2006-08-26,75477,94
2006-08-27,75478,91
2006-08-28,75479,84
2006-08-29,75480,89
2006-08-30,75481,89
2006-08-31,75482,80
2006-09-01,75483,72
2006-09-02,75484,58
2006-09-03,75485,68
2006-09-04,75486,74
2006-09-05,75487,75
2006-09-06,75488,69
2006-09-07,75489,75
2006-09-08,75490,79
2006-09-09,75491,82
2006-09-10,75492,82
2006-09-11,75493,81
2006-09-12,75494,63
2006-09-13,75495,65
2006-09-14,75496,65
2006-09-15,75497,74
2006-09-16,75498,77
2006-09-17,75499,73
2006-09-18,75500,80
2006-09-19,75501,83
2006-09-20,75502,77
2006-09-21,75503,63
2006-09-22,75504,68
2006-09-23,75505,69
2006-09-24,75506,80
2006-09-25,75507,80
2006-09-26,75508,73
2006-09-27,75509,72
2006-09-28,75510,75
2006-09-29,75511,74
2006-09-30,75512,63
2006-10-01,75513,64
2006-10-02,75514,75
2006-10-03,75515,76
2006-10-04,75516,83
2006-10-05,75517,83
2006-10-06,75518,65
2006-10-07,75519,51
2006-10-08,75520,51
2006-10-09,75521,68
2006-10-10,75522,76
2006-10-11,75523,78
2006-10-12,75524,68
2006-10-13,75525,66
2006-10-14,75526,57
2006-10-15,75527,58
2006-10-16,75528,62
2006-10-17,75529,61
2006-10-18,75530,60
2006-10-19,75531,78
2006-10-20,75532,68
2006-10-21,75533,62
2006-10-22,75534,62
2006-10-23,75535,64
2006-10-24,75536,48
2006-10-25,75537,48
2006-10-26,75538,52
2006-10-27,75539,54
2006-10-28,75540,47
2006-10-29,75541,58
2006-10-30,75542,59
2006-10-31,75543,73
2006-11-01,75544,74
2006-11-02,75545,73
2006-11-03,75546,52
2006-11-04,75547,43
2006-11-05,75548,45
2006-11-06,75549,54
2006-11-07,75550,54
2006-11-08,75551,52
2006-11-09,75552,57
2006-11-10,75553,69
2006-11-11,75554,75
2006-11-12,75555,75
2006-11-13,75556,46
2006-11-14,75557,50
2006-11-15,75558,58
2006-11-16,75559,64
2006-11-17,75560,68
2006-11-18,75561,54
2006-11-19,75562,49
2006-11-20,75563,46
2006-11-21,75564,42
2006-11-22,75565,45
2006-11-23,75566,43
2006-11-24,75567,46
2006-11-25,75568,63
2006-11-26,75569,60
2006-11-27,75570,62
2006-11-28,75571,61
2006-11-29,75572,63
2006-11-30,75573,58
2006-12-01,75574,70
2006-12-02,75575,76
2006-12-03,75576,45
2006-12-04,75577,45
2006-12-05,75578,34
2006-12-06,75579,40
2006-12-07,75580,50
2006-12-08,75581,46
2006-12-09,75582,30
2006-12-10,75583,43
2006-12-11,75584,60
2006-12-12,75585,62
2006-12-13,75586,56
2006-12-14,75587,61
2006-12-15,75588,63
2006-12-16,75589,61
2006-12-17,75590,54
2006-12-18,75591,68
2006-12-19,75592,70
2006-12-20,75593,53
2006-12-21,75594,50
2006-12-22,75595,48
2006-12-23,75596,48
2006-12-24,75597,57
2006-12-25,75598,50
2006-12-26,75599,40
2006-12-27,75600,54
2006-12-28,75601,46
2006-12-29,75602,48
2006-12-30,75603,53
2006-12-31,75604,57
2007-01-01,75605,48
2007-01-02,75606,50
2007-01-03,75607,50
2007-01-04,75608,59
2007-01-05,75609,64
2007-01-06,75610,61
2007-01-07,75611,61
2007-01-08,75612,50
2007-01-09,75613,50
2007-01-10,75614,42
2007-01-11,75615,36
2007-01-12,75616,41
2007-01-13,75617,53
2007-01-14,75618,61
2007-01-15,75619,66
2007-01-16,75620,67
2007-01-17,75621,42
2007-01-18,75622,34
2007-01-19,75623,33
2007-01-20,75624,44
2007-01-21,75625,34
2007-01-22,75626,26
2007-01-23,75627,37
2007-01-24,75628,39
2007-01-25,75629,39
2007-01-26,75630,34
2007-01-27,75631,32
2007-01-28,75632,38
2007-01-29,75633,40
2007-01-30,75634,29
2007-01-31,75635,41
2007-02-01,75636,32
2007-02-02,75637,38
2007-02-03,75638,40
2007-02-04,75639,34
2007-02-05,75640,32
2007-02-06,75641,18
2007-02-07,75642,24
2007-02-08,75643,27
2007-02-09,75644,26
2007-02-10,75645,31
2007-02-11,75646,34
2007-02-12,75647,36
2007-02-13,75648,41
2007-02-14,75649,33
2007-02-15,75650,34
2007-02-16,75651,23
2007-02-17,75652,28
2007-02-18,75653,36
2007-02-19,75654,30
2007-02-20,75655,40
2007-02-21,75656,52
2007-02-22,75657,52
2007-02-23,75658,53
2007-02-24,75659,37
2007-02-25,75660,45
2007-02-26,75661,35
2007-02-27,75662,45
2007-02-28,75663,49
2007-03-01,75664,49
2007-03-02,75665,51
2007-03-03,75666,60
2007-03-04,75667,53
2007-03-05,75668,35
2007-03-06,75669,46
2007-03-07,75670,32
2007-03-08,75671,31
2007-03-09,75672,43
2007-03-10,75673,50
2007-03-11,75674,67
2007-03-12,75675,58
2007-03-13,75676,61
2007-03-14,75677,77
2007-03-15,75678,74
2007-03-16,75679,70
2007-03-17,75680,34
2007-03-18,75681,35
2007-03-19,75682,39
2007-03-20,75683,55
2007-03-21,75684,61
2007-03-22,75685,47
2007-03-23,75686,75
2007-03-24,75687,66
2007-03-25,75688,58
2007-03-26,75689,66
2007-03-27,75690,68
2007-03-28,75691,80
2007-03-29,75692,70
2007-03-30,75693,61
2007-03-31,75694,69
2007-04-01,75695,63
2007-04-02,75696,59
2007-04-03,75697,79
2007-04-04,75698,83
2007-04-05,75699,67
2007-04-06,75700,44
2007-04-07,75701,47
2007-04-08,75702,41
2007-04-09,75703,44
2007-04-10,75704,50
2007-04-11,75705,56
2007-04-12,75706,65
2007-04-13,75707,58
2007-04-14,75708,56
2007-04-15,75709,53
2007-04-16,75710,49
2007-04-17,75711,46
2007-04-18,75712,55
2007-04-19,75713,58
2007-04-20,75714,60
2007-04-21,75715,72
2007-04-22,75716,77
2007-04-23,75717,82
2007-04-24,75718,85
2007-04-25,75719,82
2007-04-26,75720,74
2007-04-27,75721,60
2007-04-28,75722,72
2007-04-29,75723,67
2007-04-30,75724,75
2007-05-01,75725,82
2007-05-02,75726,83
2007-05-03,75727,83
2007-05-04,75728,62
2007-05-05,75729,69
2007-05-06,75730,61
2007-05-07,75731,64
2007-05-08,75732,66
2007-05-09,75733,76
2007-05-10,75734,80
2007-05-11,75735,81
2007-05-12,75736,86
2007-05-13,75737,76
2007-05-14,75738,69
2007-05-15,75739,72
2007-05-16,75740,88
2007-05-17,75741,80
2007-05-18,75742,68
2007-05-19,75743,53
2007-05-20,75744,70
2007-05-21,75745,77
2007-05-22,75746,77
2007-05-23,75747,76
2007-05-24,75748,77
2007-05-25,75749,80
2007-05-26,75750,85
2007-05-27,75751,86
2007-05-28,75752,85
2007-05-29,75753,85
2007-05-30,75754,83
2007-05-31,75755,87
2007-06-01,75756,87
2007-06-02,75757,87
2007-06-03,75758,85
2007-06-04,75759,67
2007-06-05,75760,83
2007-06-06,75761,78
2007-06-07,75762,76
2007-06-08,75763,85
2007-06-09,75764,94
2007-06-10,75765,90
2007-06-11,75766,84
2007-06-12,75767,86
2007-06-13,75768,87
2007-06-14,75769,83
2007-06-15,75770,65
2007-06-16,75771,70
2007-06-17,75772,79
2007-06-18,75773,88
2007-06-19,75774,91
2007-06-20,75775,90
2007-06-21,75776,83
2007-06-22,75777,85
2007-06-23,75778,79
2007-06-24,75779,77
2007-06-25,75780,79
2007-06-26,75781,88
2007-06-27,75782,90
2007-06-28,75783,93
2007-06-29,75784,88
2007-06-30,75785,76
2007-07-01,75786,83
2007-07-02,75787,82
2007-07-03,75788,78
2007-07-04,75789,78
2007-07-05,75790,86
2007-07-06,75791,78
2007-07-07,75792,88
2007-07-08,75793,90
2007-07-09,75794,93
2007-07-10,75795,95
2007-07-11,75796,90
2007-07-12,75797,84
2007-07-13,75798,83
2007-07-14,75799,83
2007-07-15,75800,87
2007-07-16,75801,91
2007-07-17,75802,89
2007-07-18,75803,91
2007-07-19,75804,89
2007-07-20,75805,89
2007-07-21,75806,83
2007-07-22,75807,85
2007-07-23,75808,86
2007-07-24,75809,85
2007-07-25,75810,82
2007-07-26,75811,81
2007-07-27,75812,89
2007-07-28,75813,89
2007-07-29,75814,89
2007-07-30,75815,86
2007-07-31,75816,86
2007-08-01,75817,92
2007-08-02,75818,93
2007-08-03,75819,93
2007-08-04,75820,92
2007-08-05,75821,97
2007-08-06,75822,84
2007-08-07,75823,92
2007-08-08,75824,95
2007-08-09,75825,101
2007-08-10,75826,90
2007-08-11,75827,91
2007-08-12,75828,88
2007-08-13,75829,90
2007-08-14,75830,92
2007-08-15,75831,88
2007-08-16,75832,91
2007-08-17,75833,91
2007-08-18,75834,89
2007-08-19,75835,81
2007-08-20,75836,83
2007-08-21,75837,68
2007-08-22,75838,70
2007-08-23,75839,68
2007-08-24,75840,76
2007-08-25,75841,91
2007-08-26,75842,95
2007-08-27,75843,84
2007-08-28,75844,83
2007-08-29,75845,83
2007-08-30,75846,83
2007-08-31,75847,85
2007-09-01,75848,85
2007-09-02,75849,81
2007-09-03,75850,81
2007-09-04,75851,89
2007-09-05,75852,90
2007-09-06,75853,88
2007-09-07,75854,90
2007-09-08,75855,93
2007-09-09,75856,91
2007-09-10,75857,88
2007-09-11,75858,87
2007-09-12,75859,73
2007-09-13,75860,78
2007-09-14,75861,77
2007-09-15,75862,68
2007-09-16,75863,67
2007-09-17,75864,67
2007-09-18,75865,69
2007-09-19,75866,72
2007-09-20,75867,76
2007-09-21,75868,80
2007-09-22,75869,83
2007-09-23,75870,90
2007-09-24,75871,85
2007-09-25,75872,83
2007-09-26,75873,90
2007-09-27,75874,93
2007-09-28,75875,85
2007-09-29,75876,75
2007-09-30,75877,74
2007-10-01,75878,73
2007-10-02,75879,76
2007-10-03,75880,82
2007-10-04,75881,87
2007-10-05,75882,81
2007-10-06,75883,83
2007-10-07,75884,89
2007-10-08,75885,91
2007-10-09,75886,90
2007-10-10,75887,79
2007-10-11,75888,62
2007-10-12,75889,65
2007-10-13,75890,68
2007-10-14,75891,71
2007-10-15,75892,75
2007-10-16,75893,75
2007-10-17,75894,81
2007-10-18,75895,79
2007-10-19,75896,75
2007-10-20,75897,71
2007-10-21,75898,75
2007-10-22,75899,79
2007-10-23,75900,78
2007-10-24,75901,68
2007-10-25,75902,54
2007-10-26,75903,54
2007-10-27,75904,67
2007-10-28,75905,59
2007-10-29,75906,58
2007-10-30,75907,65
2007-11-01,75909,68
2007-11-02,75910,63
2007-11-03,75911,57
2007-11-04,75912,63
2007-11-05,75913,56
2007-11-06,75914,61
2007-11-07,75915,52
2007-11-08,75916,51
2007-11-09,75917,49
2007-11-10,75918,45
2007-11-11,75919,44
2007-11-12,75920,52
2007-11-13,75921,62
2007-11-14,75922,65
2007-11-15,75923,70
2007-11-16,75924,49
2007-11-17,75925,46
2007-11-18,75926,51
2007-11-19,75927,51
2007-11-20,75928,44
2007-11-21,75929,60
2007-11-22,75930,72
2007-11-23,75931,71
2007-11-24,75932,45
2007-11-25,75933,45
2007-11-26,75934,52
2007-11-27,75935,61
2007-11-28,75936,55
2007-11-29,75937,48
2007-11-30,75938,61
2007-12-01,75939,52
2007-12-02,75940,46
2007-12-03,75941,55
2007-12-04,75942,53
2007-12-05,75943,40
2007-12-06,75944,35
2007-12-07,75945,38
2007-12-08,75946,38
2007-12-09,75947,55
2007-12-10,75948,43
2007-12-11,75949,48
2007-12-12,75950,59
2007-12-13,75951,62
2007-12-14,75952,42
2007-12-15,75953,53
2007-12-16,75954,38
2007-12-17,75955,44
2007-12-18,75956,39
2007-12-19,75957,46
2007-12-20,75958,45
2007-12-21,75959,48
2007-12-22,75960,44
2007-12-23,75961,44
2007-12-24,75962,56
2007-12-25,75963,53
2007-12-26,75964,53
2007-12-27,75965,42
2007-12-28,75966,53
2007-12-29,75967,47
2007-12-30,75968,55
2007-12-31,75969,43
2008-01-01,75970,53
2008-01-02,75971,49
2008-01-03,75972,36
2008-01-04,75973,36
2008-01-05,75974,44
2008-01-06,75975,51
2008-01-07,75976,65
2008-01-08,75977,71
2008-01-09,75978,70
2008-01-10,75979,62
2008-01-11,75980,48
2008-01-12,75981,60
2008-01-13,75982,51
2008-01-14,75983,46
2008-01-15,75984,44
2008-01-16,75985,37
2008-01-17,75986,44
2008-01-18,75987,38
2008-01-19,75988,48
2008-01-20,75989,41
2008-01-21,75990,28
2008-01-22,75991,34
2008-01-23,75992,46
2008-01-24,75993,46
2008-01-25,75994,41
2008-01-26,75995,40
2008-01-27,75996,38
2008-01-28,75997,41
2008-01-29,75998,51
2008-01-30,75999,48
2008-01-31,76000,45
2008-02-01,76001,44
2008-02-02,76002,40
2008-02-03,76003,47
2008-02-04,76004,55
2008-02-05,76005,66
2008-02-06,76006,66
2008-02-07,76007,68
2008-02-08,76008,48
2008-02-09,76009,51
2008-02-10,76010,55
2008-02-11,76011,43
2008-02-12,76012,54
2008-02-13,76013,35
2008-02-14,76014,40
2008-02-15,76015,45
2008-02-16,76016,53
2008-02-17,76017,46
2008-02-18,76018,50
2008-02-19,76019,54
2008-02-20,76020,43
2008-02-21,76021,30
2008-02-22,76022,30
2008-02-23,76023,34
2008-02-24,76024,38
2008-02-25,76025,43
2008-02-26,76026,48
2008-02-27,76027,34
2008-02-28,76028,31
2008-02-29,76029,43
2008-03-01,76030,44
2008-03-02,76031,50
2008-03-03,76032,69
2008-03-04,76033,62
2008-03-05,76034,49
2008-03-06,76035,53
2008-03-07,76036,44
2008-03-08,76037,48
2008-03-09,76038,43
2008-03-10,76039,52
2008-03-11,76040,54
2008-03-12,76041,55
2008-03-13,76042,64
2008-03-14,76043,64
2008-03-15,76044,58
2008-03-16,76045,48
2008-03-17,76046,53
2008-03-18,76047,48
2008-03-19,76048,65
2008-03-20,76049,50
2008-03-21,76050,56
2008-03-22,76051,46
2008-03-23,76052,50
2008-03-24,76053,48
2008-03-25,76054,53
2008-03-26,76055,68
2008-03-27,76056,53
2008-03-28,76057,68
2008-03-29,76058,51
2008-03-30,76059,44
2008-03-31,76060,53
2008-04-01,76061,77
2008-04-02,76062,56
2008-04-03,76063,47
2008-04-04,76064,58
2008-04-05,76065,63
2008-04-06,76066,49
2008-04-07,76067,48
2008-04-08,76068,52
2008-04-09,76069,65
2008-04-10,76070,74
2008-04-11,76071,81
2008-04-12,76072,78
2008-04-13,76073,52
2008-04-14,76074,55
2008-04-15,76075,60
2008-04-16,76076,67
2008-04-17,76077,76
2008-04-18,76078,82
2008-04-19,76079,79
2008-04-20,76080,58
2008-04-21,76081,58
2008-04-22,76082,67
2008-04-23,76083,74
2008-04-24,76084,74
2008-04-25,76085,80
2008-04-26,76086,51
2008-04-27,76087,59
2008-04-28,76088,61
2008-04-29,76089,56
2008-04-30,76090,59
2008-05-01,76091,59
2008-05-02,76092,66
2008-05-03,76093,82
2008-05-04,76094,78
2008-05-05,76095,69
2008-05-06,76096,72
2008-05-07,76097,76
2008-05-08,76098,81
2008-05-09,76099,69
2008-05-10,76100,60
2008-05-11,76101,65
2008-05-12,76102,57
2008-05-13,76103,49
2008-05-14,76104,72
2008-05-15,76105,70
2008-05-16,76106,74
2008-05-17,76107,58
2008-05-18,76108,74
2008-05-19,76109,68
2008-05-20,76110,63
2008-05-21,76111,59
2008-05-22,76112,65
2008-05-23,76113,67
2008-05-24,76114,70
2008-05-25,76115,73
2008-05-26,76116,75
2008-05-27,76117,83
2008-05-28,76118,79
2008-05-29,76119,68
2008-05-30,76120,78
2008-05-31,76121,82
2008-06-01,76122,77
2008-06-02,76123,79
2008-06-03,76124,78
2008-06-04,76125,80
2008-06-05,76126,79
2008-06-06,76127,87
2008-06-07,76128,88
2008-06-08,76129,94
2008-06-09,76130,94
2008-06-10,76131,99
2008-06-11,76132,95
2008-06-12,76133,88
2008-06-13,76134,87
2008-06-14,76135,87
2008-06-15,76136,89
2008-06-16,76137,83
2008-06-17,76138,77
2008-06-18,76139,72
2008-06-19,76140,77
2008-06-20,76141,73
2008-06-21,76142,79
2008-06-22,76143,83
2008-06-23,76144,81
2008-06-24,76145,81
2008-06-25,76146,81
2008-06-26,76147,84
2008-06-27,76148,91
2008-06-28,76149,88
2008-06-29,76150,89
2008-06-30,76151,84
2008-07-01,76152,78
2008-07-02,76153,74
2008-07-03,76154,82
2008-07-04,76155,87
2008-07-05,76156,77
2008-07-06,76157,80
2008-07-07,76158,78
2008-07-08,76159,84
2008-07-09,76160,89
2008-07-10,76161,86
2008-07-11,76162,83
2008-07-12,76163,88
2008-07-13,76164,87
2008-07-14,76165,87
2008-07-15,76166,84
2008-07-16,76167,84
2008-07-17,76168,88
2008-07-18,76169,91
2008-07-19,76170,91
2008-07-20,76171,90
2008-07-21,76172,93
2008-07-22,76173,91
2008-07-23,76174,88
2008-07-24,76175,77
2008-07-25,76176,82
2008-07-26,76177,84
2008-07-27,76178,87
2008-07-28,76179,86
2008-07-29,76180,83
2008-07-30,76181,88
2008-07-31,76182,89
2008-08-01,76183,81
2008-08-02,76184,90
2008-08-03,76185,88
2008-08-04,76186,82
2008-08-05,76187,85
2008-08-06,76188,80
2008-08-07,76189,89
2008-08-08,76190,87
2008-08-09,76191,81
2008-08-10,76192,80
2008-08-11,76193,76
2008-08-12,76194,75
2008-08-13,76195,83
2008-08-14,76196,82
2008-08-15,76197,81
2008-08-16,76198,79
2008-08-17,76199,82
2008-08-18,76200,85
2008-08-19,76201,88
2008-08-20,76202,91
2008-08-21,76203,80
2008-08-22,76204,81
2008-08-23,76205,81
2008-08-24,76206,82
